1529.9934719999999: 1536, 159: 240, regular, none, regular, regular, none
93.792672: 96, 15: 15, none, none, none, regular, none
93.792672: 96, 15: 15, none, none, none, none, regular
99.85402880000001: 96, 16: 16, none, none, regular, none, none
93.613152: 96, 15: 15, none, none, none, regular, none
94.334496: 96, 15: 15, none, regular, none, none, none
100.62346240000001: 96, 16: 16, regular, none, none, none, none
188.668992: 192, 30: 30, regular, regular, none, none, none
94.334496: 96, 15: 15, regular, none, none, none, none
100.62346240000001: 96, 16: 16, regular, regular, none, none, none
188.668992: 192, 30: 30, regular, regular, none, none, none
98.7216384: 96, 16: 16, regular, none, none, none, none
92.551536: 96, 15: 15, regular, regular, none, none, none
191.6357504: 192, 31: 31, regular, regular, none, none, none
98.7216384: 96, 16: 16, none, none, none, regular, none
98.7216384: 96, 16: 16, none, none, none, none, regular
92.551536: 96, 15: 15, none, none, regular, none, none
98.7216384: 96, 16: 16, none, none, none, regular, none
94.334496: 96, 15: 15, none, regular, none, none, none
94.334496: 96, 15: 15, regular, none, none, none, none
194.58357759999998: 192, 31: 31, regular, regular, none, none, none
94.334496: 96, 15: 15, regular, none, none, none, none
94.334496: 96, 15: 15, regular, regular, none, none, none
194.58357759999998: 192, 31: 31, regular, regular, none, none, none
93.973008: 96, 15: 15, regular, none, none, none, none
100.2378752: 96, 16: 16, regular, regular, none, none, none
187.946016: 192, 30: 30, regular, regular, none, none, none
100.0455168: 96, 16: 16, none, none, none, regular, none
93.792672: 96, 15: 15, none, none, none, none, regular
93.973008: 96, 15: 15, none, none, regular, none, none
100.2378752: 96, 16: 16, none, none, none, regular, none
94.700064: 96, 15: 15, none, regular, none, none, none
94.700064: 96, 15: 15, regular, none, none, none, none
189.400128: 192, 30: 30, regular, regular, none, none, none
101.01340160000001: 96, 16: 16, regular, none, none, none, none
94.700064: 96, 15: 15, regular, regular, none, none, none
189.767328: 192, 30: 30, regular, regular, none, none, none
98.5353728: 96, 16: 16, none, none, regular, none, none
92.37691199999999: 96, 15: 15, none, none, none, regular, none
98.3499776: 96, 16: 16, none, none, none, none, regular
98.3499776: 96, 16: 16, none, none, none, regular, none
92.37691199999999: 96, 15: 15, none, none, regular, none, none
98.5353728: 96, 16: 16, none, none, none, regular, none
190.9122848: 192, 31: 31, none, none, regular, none, none
98.3499776: 96, 16: 16, none, regular, none, none, none
92.203104: 96, 15: 15, none, none, regular, none, none
190.9122848: 192, 31: 31, none, none, regular, none, none
98.3499776: 96, 16: 16, none, regular, none, none, none
98.3499776: 96, 16: 16, none, none, regular, none, none
190.55308159999998: 192, 31: 31, none, regular, none, none, none
92.029296: 96, 15: 15, none, none, regular, none, none
98.1645824: 96, 16: 16, none, none, none, regular, none
189.838048: 192, 31: 31, none, none, none, regular, none
98.1645824: 96, 16: 16, none, none, regular, none, none
98.1645824: 96, 16: 16, none, none, none, regular, none
189.838048: 192, 31: 31, none, none, regular, none, none
98.5353728: 96, 16: 16, none, regular, none, none, none
92.37691199999999: 96, 15: 15, none, none, regular, none, none
196.6999552: 192, 32: 32, none, none, regular, none, none
92.37691199999999: 96, 15: 15, none, regular, none, none, none
98.5353728: 96, 16: 16, none, none, regular, none, none
190.9122848: 192, 31: 31, none, regular, none, none, none
96.7110144: 96, 16: 16, none, none, regular, none, none
96.7110144: 96, 16: 16, none, none, none, regular, none
187.030192: 192, 31: 31, none, none, none, regular, none
96.7110144: 96, 16: 16, none, none, regular, none, none
96.7110144: 96, 16: 16, none, none, none, regular, none
193.4220288: 192, 32: 32, none, none, regular, none, none
98.3499776: 96, 16: 16, none, regular, none, none, none
92.203104: 96, 15: 15, none, none, regular, none, none
190.55308159999998: 192, 31: 31, none, none, regular, none, none
98.5353728: 96, 16: 16, none, regular, none, none, none
98.5353728: 96, 16: 16, none, none, regular, none, none
190.55308159999998: 192, 31: 31, none, regular, none, none, none
92.203104: 96, 15: 15, none, none, regular, none, none
98.3499776: 96, 16: 16, none, none, none, regular, none
190.55308159999998: 192, 31: 31, none, none, none, regular, none
98.3499776: 96, 16: 16, none, none, regular, none, none
98.3499776: 96, 16: 16, none, none, none, regular, none
190.1938784: 192, 31: 31, none, none, regular, none, none
93.25656: 96, 15: 15, none, regular, none, none, none
99.473664: 96, 16: 16, none, none, regular, none, none
193.0978592: 192, 31: 31, none, none, regular, none, none
93.25656: 96, 15: 15, none, regular, none, none, none
93.25656: 96, 15: 15, none, none, regular, none, none
289.2924544: 288, 46: 46, regular, none, none, regular, none
768.7405440000001: 768, 122: 122, none, regular, none, none, regular
767.2539008000001: 768, 122: 122, regular, none, none, none, none
99.09591040000001: 96, 16: 16, none, regular, none, none, none
191.6357504: 192, 31: 31, regular, none, none, none, none
97.6144896: 96, 16: 16, none, regular, none, none, none
91.34304: 96, 15: 15, none, regular, none, none, none
195.2289792: 192, 32: 32, regular, none, none, none, none
94.334496: 96, 15: 15, none, regular, none, none, none
94.334496: 96, 15: 15, none, regular, none, none, none
289.85299200000003: 288, 46: 46, none, regular, none, none, none
95.999952: 96, 15: 15, none, regular, none, none, none
287.0803328: 288, 46: 46, regular, none, none, regular, none
769.0999104: 768, 123: 123, none, regular, none, none, regular
766.5430016: 768, 124: 124, regular, none, none, none, none
99.09591040000001: 96, 16: 16, none, regular, none, none, none
192.730224: 192, 31: 31, none, regular, none, none, none
91.684944: 96, 15: 15, none, none, regular, regular, none
195.5945472: 192, 32: 32, none, regular, regular, none, none
191.9983264: 192, 31: 31, regular, none, none, none, none
92.902416: 96, 15: 15, none, regular, none, none, none
191.6357504: 192, 31: 31, regular, none, none, none, none
99.09591040000001: 96, 16: 16, regular, none, none, none, none
92.902416: 96, 15: 15, none, regular, none, none, none
291.7519872: 288, 48: 48, regular, none, regular, none, none
91.172496: 96, 15: 15, none, regular, none, none, none
292.297728: 288, 48: 48, none, none, regular, regular, none
188.4231584: 192, 31: 31, none, regular, regular, none, none
192.730224: 192, 31: 31, regular, none, none, none, none
99.473664: 96, 16: 16, none, regular, none, none, none
186.86889599999998: 192, 30: 30, regular, none, none, none, none
99.6634112: 96, 16: 16, regular, none, none, none, none
93.43444799999999: 96, 15: 15, none, regular, none, none, none
292.203888: 288, 47: 47, regular, none, none, none, none
92.203104: 96, 15: 15, none, regular, none, none, none
288.90305920000003: 288, 47: 47, none, none, none, regular, none
98.3499776: 96, 16: 16, none, none, none, none, regular
92.203104: 96, 15: 15, none, none, regular, none, none
98.3499776: 96, 16: 16, none, none, none, regular, none
93.079488: 96, 15: 15, none, regular, none, none, none
99.2847872: 96, 16: 16, regular, regular, none, none, none
285.986784: 288, 46: 46, none, regular, none, none, none
99.2847872: 96, 16: 16, none, regular, none, none, none
288.35846080000005: 288, 47: 47, regular, none, none, none, none
92.029296: 96, 15: 15, none, none, none, regular, none
196.3291648: 192, 32: 32, none, none, none, regular, none
92.029296: 96, 15: 15, none, none, none, regular, none
98.1645824: 96, 16: 16, none, none, none, none, regular
98.1645824: 96, 16: 16, none, none, regular, none, none
92.029296: 96, 15: 15, none, none, none, regular, none
98.7216384: 96, 16: 16, none, regular, none, none, none
92.551536: 96, 15: 15, regular, regular, none, none, none
289.99481280000003: 288, 47: 47, none, regular, none, none, none
98.7216384: 96, 16: 16, none, regular, none, none, none
283.2891968: 288, 46: 46, regular, none, regular, none, none
98.5353728: 96, 16: 16, regular, none, regular, none, none
191.2731744: 192, 31: 31, none, regular, none, none, regular
480.3599424: 480, 78: 78, regular, none, regular, none, none
98.5353728: 96, 16: 16, regular, none, regular, none, none
191.2731744: 192, 31: 31, none, regular, none, none, regular
480.3599424: 480, 78: 78, regular, none, regular, none, none
766.9108: 768, 125: 125, none, none, regular, none, none
48.990464: 48, 8: 8, none, white, none, none, none
42.9470048: 48, 7: 7, white, none, none, none, none
97.980928: 96, 16: 16, none, regular, none, none, none
99.2847872: 96, 16: 16, none, none, regular, none, none
92.902416: 96, 15: 15, none, none, none, none, regular
99.09591040000001: 96, 16: 16, none, none, regular, none, none
287.818976: 288, 47: 47, regular, none, regular, none, none
91.85712: 96, 15: 15, regular, none, regular, none, none
195.961856: 192, 32: 32, none, regular, none, none, regular
480.3599424: 480, 78: 78, regular, none, regular, none, none
92.37691199999999: 96, 15: 15, regular, none, regular, none, none
190.9122848: 192, 31: 31, none, regular, none, none, regular
482.87403839999996: 480, 79: 79, none, none, none, none, regular
97.7972736: 96, 16: 16, none, none, none, none, regular
91.684944: 96, 15: 15, none, none, none, regular, none
97.7972736: 96, 16: 16, none, none, regular, none, none
97.7972736: 96, 16: 16, none, regular, none, none, none
91.684944: 96, 15: 15, none, regular, none, none, none
97.980928: 96, 16: 16, none, none, none, regular, none
97.980928: 96, 16: 16, none, regular, none, none, none
187.585344: 192, 30: 30, regular, none, regular, none, none
1345.0823232: 1344, 218: 218, none, none, none, none, regular
49.3608192: 48, 8: 8, none, none, none, white, none
48.6253312: 48, 8: 8, none, none, none, none, white
285.1445632: 288, 47: 47, none, none, none, regular, none
48.5352448: 48, 8: 8, none, none, white, none, none
48.5352448: 48, 8: 8, none, none, none, white, none
291.2114688: 288, 48: 48, none, none, regular, none, none
48.5352448: 48, 8: 8, none, white, none, none, none
48.716288: 48, 8: 8, none, none, white, none, none
188.4231584: 192, 31: 31, none, none, none, regular, none
48.6253312: 48, 8: 8, none, white, none, none, none
194.865152: 192, 32: 32, regular, none, none, none, none
237.491904: 240, 39: 39, none, none, none, none, regular
48.716288: 48, 8: 8, none, none, none, white, none
49.0822912: 48, 8: 8, none, none, none, none, white
288.35846080000005: 288, 47: 47, none, none, none, regular, none
42.9470048: 48, 7: 7, none, none, white, none, none
49.0822912: 48, 8: 8, none, none, none, white, none
288.35846080000005: 288, 47: 47, none, none, regular, none, none
49.0822912: 48, 8: 8, none, white, none, none, none
49.0822912: 48, 8: 8, none, none, white, none, none
189.838048: 192, 31: 31, none, none, none, regular, none
48.990464: 48, 8: 8, none, white, none, none, none
190.1938784: 192, 31: 31, regular, none, none, none, none
244.95232000000001: 240, 40: 40, regular, none, none, none, none
90.834672: 96, 15: 15, regular, none, none, none, none
96.89031680000001: 96, 16: 16, none, regular, none, none, none
96.7110144: 96, 16: 16, none, none, regular, none, none
96.7110144: 96, 16: 16, none, none, none, regular, none
381.50562239999994: 384, 63: 63, none, none, none, none, regular
96.89031680000001: 96, 16: 16, none, none, none, regular, none
96.89031680000001: 96, 16: 16, none, none, regular, none, none
96.89031680000001: 96, 16: 16, none, regular, none, none, none
96.89031680000001: 96, 16: 16, regular, none, none, none, none
382.21505279999997: 384, 63: 63, regular, none, none, none, none
96.89031680000001: 96, 16: 16, regular, none, none, none, none
97.2506624: 96, 16: 16, none, regular, none, none, none
97.432576: 96, 16: 16, none, none, regular, none, none
91.34304: 96, 15: 15, none, none, none, regular, none
382.92448319999994: 384, 63: 63, none, none, regular, none, none
97.432576: 96, 16: 16, none, none, none, regular, none
48.990464: 48, 8: 8, none, none, white, none, none
48.990464: 48, 8: 8, none, none, none, none, white
95.252496: 96, 15: 15, none, regular, none, none, none
95.252496: 96, 15: 15, regular, none, none, none, none
483.5552896: 480, 76: 76, none, none, regular, none, none
95.1251456: 96, 16: 16, none, none, none, regular, none
189.903872: 192, 32: 32, none, none, none, regular, none
94.951936: 96, 16: 16, none, none, regular, none, none
94.951936: 96, 16: 16, none, none, none, regular, none
195.838368: 192, 33: 33, none, none, regular, none, none
95.8232064: 96, 16: 16, none, regular, none, none, none
95.8232064: 96, 16: 16, none, none, regular, none, none
191.6464128: 192, 32: 32, none, none, regular, none, none
95.8232064: 96, 16: 16, none, regular, none, none, none
95.8232064: 96, 16: 16, none, none, regular, none, none
191.9997952: 192, 32: 32, none, regular, none, none, none
95.8232064: 96, 16: 16, none, none, regular, none, none
95.8232064: 96, 16: 16, none, none, none, regular, none
191.6464128: 192, 32: 32, none, none, none, regular, none
95.9998976: 96, 16: 16, none, none, regular, none, none
95.9998976: 96, 16: 16, none, none, none, regular, none
191.6464128: 192, 32: 32, none, none, regular, none, none
95.648256: 96, 16: 16, none, regular, none, none, none
95.648256: 96, 16: 16, none, none, regular, none, none
191.296512: 192, 32: 32, none, none, regular, none, none
95.648256: 96, 16: 16, none, regular, none, none, none
95.648256: 96, 16: 16, none, none, regular, none, none
197.274528: 192, 33: 33, none, regular, none, none, none
96.1765888: 96, 16: 16, none, none, regular, none, none
96.1765888: 96, 16: 16, none, none, none, regular, none
186.3421408: 192, 31: 31, none, none, none, regular, none
95.9998976: 96, 16: 16, none, none, regular, none, none
95.9998976: 96, 16: 16, none, none, none, regular, none
192.3531776: 192, 32: 32, none, none, regular, none, none
101.4403872: 96, 17: 17, none, regular, none, none, none
